date,url,label,tags,temperature,cluster
2018-05-30,//image.musinsa.com/mfile_s01/_street_images/45213/280.street_img_view15b4310629ce6a.jpg?,0,"['플리츠', '스커트', '하의', '파랑색']",20.2,7
2018-05-30,//image.musinsa.com/mfile_s01/_street_images/45086/280.street_img_view15b32fce472474.jpg?,0,"['뷔스티에', '원피스', '하의', '데님']",20.2,7
2018-05-31,//image.musinsa.com/mfile_s01/_street_images/45176/280.street_img_view25b3c476dc271d.jpg?,0,"['데님팬츠', 'denim', 'pants', '하의', '유니크', '키치']",20.9,7
2018-05-31,//image.musinsa.com/mfile_s01/_street_images/46566/280.street_img_view35b88a659d1a3c.jpg?20180903090611,0,"['팬츠', '뉴에라', '하의', '노란색', '스트리트', '힙합']",20.9,7
2018-06-01,//image.musinsa.com/mfile_s01/_street_images/45933/280.street_img_view25b62c145d21d1.jpg?,1,"['와이드팬츠', '베이지', '하의', '베이지색', '심플', '캐주얼']",23.8,1
2018-06-04,//image.musinsa.com/mfile_s01/_street_images/47281/280.street_img_view15bb73aff95444.jpg?20181005194428,0,"['스탠다드 스웨트 팬츠', '멜란지마스터', '하의', '주황색', '스트리트', '힙합']",22.6,1
2018-06-05,//image.musinsa.com/mfile_s01/_street_images/44820/280.street_img_view15b166218527bc.jpg?20180618112755,0,"['쇼츠', '블랙', '하의', '검정색', '스트리트', '힙합']",23.7,1
2018-06-05,//image.musinsa.com/mfile_s01/_street_images/44808/280.street_img_view25b1663d0064ac.jpg?20180605193458,0,"['트랙팬츠', '레드', '하의', '빨간색', '스트리트', '힙합']",23.7,1
2018-06-05,//image.musinsa.com/mfile_s01/_street_images/44831/280.street_img_view25b2aff0314a29.jpg?20180622141948,4,"['디스진', '데님팬츠', '팬츠', '하의', '심플', '캐주얼']",23.7,1
2018-06-05,//image.musinsa.com/mfile_s01/_street_images/45706/280.street_img_view25b584afbc7223.jpg?,0,"['쇼츠', '하의', '노란색', '스트리트', '힙합']",23.7,1
2018-06-05,//image.musinsa.com/mfile_s01/_street_images/45762/280.street_img_view15b58396ce2683.jpg?,4,"['미니스커트', '실버', '하의', '은색', '심플', '캐주얼']",23.7,1
2018-06-07,//image.musinsa.com/mfile_s01/_street_images/44861/280.street_img_view25b19cb0b1905b.jpg?,4,"['데님팬츠', '하의', '데님', '심플', '캐주얼']",22.2,1
2018-06-07,//image.musinsa.com/mfile_s01/_street_images/48944/280.street_img_view25c07255d50b82.jpg?,4,"['스커트', '블랙', '하의', '검정색', '심플', '캐주얼']",22.2,1
2018-06-07,//image.musinsa.com/mfile_s01/_street_images/39792/280.street_img_view25a558929d066b.jpg?,0,"['조거팬츠', '하의', '빨간색', '스트리트', '힙합']",22.2,1
2018-06-08,//image.musinsa.com/mfile_s01/_street_images/44629/280.street_img_view25b288c1554908.jpg?20180619154701,4,"['데님팬츠', 'DENIM', 'PANTS', '하의', '심플', '캐주얼']",21.9,1
2018-06-11,//image.musinsa.com/mfile_s01/_street_images/40926/280.street_img_view25a8269d7957fe.jpg?,0,"['트랙팬츠', '퍼플', '하의', '보라색', '스트리트', '힙합']",20.2,7
2018-06-11,//image.musinsa.com/mfile_s01/_street_images/44982/280.street_img_view15b2a16115a775.jpg?20180620185148,3,"['스커트', '화이트', '하의', '흰색', '유니크', '키치']",20.2,7
2018-06-11,//image.musinsa.com/mfile_s01/_street_images/44587/280.street_img_view25b2245f28d9ab.jpg?20180614195319,0,"['데님', '쇼츠', '하의', '데님', '스트리트', '힙합']",20.2,7
2018-06-11,//image.musinsa.com/mfile_s01/_street_images/44973/280.street_img_view25b2a1b659f6fa.jpg?20180620185415,0,"['스커트', '체크', '레드', '하의', '섹시', '페미닌']",20.2,7
2018-06-11,//image.musinsa.com/mfile_s01/_street_images/46075/280.street_img_view15b6a8c8a32c36.jpg?,0,"['트랙팬츠', '블루', '하의', '파랑색', '스트리트', '힙합']",20.2,7
2018-06-11,//image.musinsa.com/mfile_s01/_street_images/45861/280.street_img_view25b616ab55b109.jpg?,4,"['데님스커트', '하의', '데님', '심플', '캐주얼']",20.2,7
2018-06-11,//image.musinsa.com/mfile_s01/_street_images/39814/280.street_img_view25a434190b7406.jpg?,0,"['와이드팬츠', '하의', '검정색', '스트리트', '힙합']",20.2,7
2018-06-11,//image.musinsa.com/mfile_s01/_street_images/39494/280.street_img_view25a4b487436cbb.jpg?,4,"['와이드팬츠', '카키', '하의', '녹색', '심플', '캐주얼']",20.2,7
2018-06-11,//image.musinsa.com/mfile_s01/_street_images/44888/280.street_img_view25b39effd96c07.jpg?20180702183155,0,"['트랙팬츠', '하의', '검정색', '섹시', '페미닌']",20.2,7
