date,image,tags,temperature,cluster
2018-01-22,//image.musinsa.com/mfile_s01/_street_images/40530/280.street_img_view15a6ad63567967.jpg?,"['싱글코트', '아우터', '검정색', '심플', '캐주얼']",0.2,9
2018-01-23,//image.musinsa.com/mfile_s01/_street_images/40584/280.street_img_view15a715185cb72d.jpg?,"['후디', '화이트', '상의', '흰색', '유니크', '키치']",-11.7,5
2018-01-26,//image.musinsa.com/mfile_s01/_street_images/40718/280.street_img_view15a72dd5c4741c.jpg?,"['후리스', '자켓', '아우터', '흰색', '심플', '캐주얼']",-14.8,5
2018-01-29,//image.musinsa.com/mfile_s01/_street_images/40733/280.street_img_view15a72d71aebe2a.jpg?,"['라이더', '자켓', '아우터', '검정색', '섹시', '페미닌']",-8.5,5
2018-01-31,//image.musinsa.com/mfile_s01/_street_images/40768/280.street_img_view15a742ca076323.jpg?20180208084905,"['코트', '롱', '아우터', '베이지색', '심플', '캐주얼']",-2.6,3
2018-01-31,//image.musinsa.com/mfile_s01/_street_images/40760/280.street_img_view15a74354064208.jpg?,"['코트', '블랙', '아우터', '검정색', '포멀', '클래식']",-2.6,3
2018-01-31,//image.musinsa.com/mfile_s01/_street_images/40768/280.street_img_view25a742cadc7489.jpg?20180208084905,"['데님재킷', '아우터', '데님', '심플', '캐주얼']",-2.6,3
2018-01-31,//image.musinsa.com/mfile_s01/_street_images/40780/280.street_img_view15a792c26b3dbd.jpg?,"['코치자켓', '네이비', '아우터', '파랑색', '스트리트', '힙합']",-2.6,3
2018-02-01,//image.musinsa.com/mfile_s01/_street_images/40809/280.street_img_view25a7ac7c716753.jpg?20180201224254,"['무톤', '브라운', '아우터', '갈색', '걸리시']",-4.0,3
2018-02-01,//image.musinsa.com/mfile_s01/_street_images/40829/280.street_img_view15a7acb1f54f05.jpg?,"['후디', '화이트', '상의', '흰색', '심플', '캐주얼']",-4.0,3
2018-02-01,//image.musinsa.com/mfile_s01/_street_images/40801/280.street_img_view15a7929a4ae33c.jpg?,"['코트', '체크', '아우터', '체크', '심플', '캐주얼']",-4.0,3
2018-02-01,//image.musinsa.com/mfile_s01/_street_images/40803/280.street_img_view15a792940c202b.jpg?20180206112500,"['패딩베스트', '그레이', '아우터', '회색', '심플', '캐주얼']",-4.0,3
2018-02-01,//image.musinsa.com/mfile_s01/_street_images/40832/280.street_img_view15a7aca36574e8.jpg?,"['코트', '그린', '아우터', '녹색', '심플', '캐주얼']",-4.0,3
2018-02-02,//image.musinsa.com/mfile_s01/_street_images/40813/280.street_img_view15a79283130131.jpg?,"['롱코트', '체크', '아우터', '체크', '포멀', '클래식']",-2.4,3
2018-02-02,//image.musinsa.com/mfile_s01/_street_images/40820/280.street_img_view15a79270fd0f5d.jpg?,"['패딩', '네이비', '아우터', '흰색', '검정색', '빨간색', '스트리트', '힙합']",-2.4,3
2018-02-03,//image.musinsa.com/mfile_s01/_street_images/40842/280.street_img_view15a7ace115bf84.jpg?20180214182616,"['점퍼', '베이지', '아우터', '베이지색', '유니크', '키치']",-7.3,5
2018-02-03,//image.musinsa.com/mfile_s01/_street_images/40840/280.street_img_view25a7acf1134354.jpg?,"['재킷', '옐로', '아우터', '노란색', '유니크', '키치']",-7.3,5
2018-02-04,//image.musinsa.com/mfile_s01/_street_images/40957/280.street_img_view15a8267527a21c.jpg?,"['항공자켓', '블랙', '아우터', '검정색', '심플', '캐주얼']",-9.5,5
2018-02-04,//image.musinsa.com/mfile_s01/_street_images/40845/280.street_img_view15a7c1afdf1e80.jpg?,"['블레이저', '자켓', '아우터', '베이지색', '심플', '캐주얼']",-9.5,5
2018-02-04,//image.musinsa.com/mfile_s01/_street_images/40852/280.street_img_view15a7c19d5386ff.jpg?20180208215448,"['싱글코트', '아우터', '갈색', '심플', '캐주얼']",-9.5,5
2018-02-05,//image.musinsa.com/mfile_s01/_street_images/40872/280.street_img_view15a784baa1e86b.jpg?20180205214523,"['아노락', '우아', '아우터', '파랑색', '스트리트', '힙합']",-9.4,5
2018-02-07,//image.musinsa.com/mfile_s01/_street_images/40931/280.street_img_view15a826e1462ecd.jpg?,"['코트', '블랙', '아우터', '검정색', '심플', '캐주얼']",-8.0,5
