"date","image","x1","x2","label","tags","지점","평균기온..C.","최저기온..C.","최고기온..C.","cluster"
"2018-01-22","//image.musinsa.com/mfile_s01/_street_images/40541/280.street_img_view15a6acbffdb61e.jpg?20180126190009",-0.809819096730315,0.216387368560557,1,"['더플코트', '아우터', '검정색', '심플', '캐주얼']",108,0.2,-5.3,4,3
"2018-01-22","//image.musinsa.com/mfile_s01/_street_images/40530/280.street_img_view15a6ad63567967.jpg?",-0.734044743633658,0.0892125632836828,1,"['싱글코트', '아우터', '검정색', '심플', '캐주얼']",108,0.2,-5.3,4,3
"2018-01-22","//image.musinsa.com/mfile_s01/_street_images/40530/280.street_img_view25a6ad675737ef.jpg?",1.06626033125629,0.182831167902627,3,"['데님', '팬츠', '크롭팬츠', '하의', '데님', '심플', '캐주얼']",108,0.2,-5.3,4,3
"2018-01-23","//image.musinsa.com/mfile_s01/_street_images/40584/280.street_img_view15a715185cb72d.jpg?",0.10379789062977,-0.0885640638197128,0,"['후디', '화이트', '상의', '흰색', '유니크', '키치']",108,-11.7,-14.6,-5.3,3
"2018-01-26","//image.musinsa.com/mfile_s01/_street_images/40718/280.street_img_view15a72dd5c4741c.jpg?",0.0546104743255131,0.0701740482339191,0,"['후리스', '자켓', '아우터', '흰색', '심플', '캐주얼']",108,-14.8,-17.8,-10.7,3
"2018-01-29","//image.musinsa.com/mfile_s01/_street_images/40733/280.street_img_view15a72d71aebe2a.jpg?",0.12841232594874,0.0771118833913235,0,"['라이더', '자켓', '아우터', '검정색', '섹시', '페미닌']",108,-8.5,-11.6,-4.7,3
"2018-01-31","//image.musinsa.com/mfile_s01/_street_images/40768/280.street_img_view15a742ca076323.jpg?20180208084905",0.192935133295377,0.207219934471377,0,"['코트', '롱', '아우터', '베이지색', '심플', '캐주얼']",108,-2.6,-5.2,0,3
"2018-01-31","//image.musinsa.com/mfile_s01/_street_images/40760/280.street_img_view15a74354064208.jpg?",0.170071940933108,0.0875502778258845,0,"['코트', '블랙', '아우터', '검정색', '포멀', '클래식']",108,-2.6,-5.2,0,3
"2018-01-31","//image.musinsa.com/mfile_s01/_street_images/40768/280.street_img_view25a742cadc7489.jpg?20180208084905",-0.773063826110721,0.194094912972432,1,"['데님재킷', '아우터', '데님', '심플', '캐주얼']",108,-2.6,-5.2,0,3
"2018-01-31","//image.musinsa.com/mfile_s01/_street_images/40780/280.street_img_view15a792c26b3dbd.jpg?",0.0993693913064856,0.0735477131921291,0,"['코치자켓', '네이비', '아우터', '파랑색', '스트리트', '힙합']",108,-2.6,-5.2,0,3
"2018-02-01","//image.musinsa.com/mfile_s01/_street_images/40809/280.street_img_view25a7ac7c716753.jpg?20180201224254",-0.863460381438715,0.109268968423848,1,"['무톤', '브라운', '아우터', '갈색', '걸리시']",108,-4,-8.8,1.2,3
"2018-02-01","//image.musinsa.com/mfile_s01/_street_images/40829/280.street_img_view15a7acb1f54f05.jpg?",0.141515632369093,-0.1493829057263,0,"['후디', '화이트', '상의', '흰색', '심플', '캐주얼']",108,-4,-8.8,1.2,3
"2018-02-01","//image.musinsa.com/mfile_s01/_street_images/40801/280.street_img_view15a7929a4ae33c.jpg?",0.186710767181334,0.198603290678769,0,"['코트', '체크', '아우터', '체크', '심플', '캐주얼']",108,-4,-8.8,1.2,3
"2018-02-01","//image.musinsa.com/mfile_s01/_street_images/40803/280.street_img_view15a792940c202b.jpg?20180206112500",0.14699603968968,0.164271805667955,0,"['패딩베스트', '그레이', '아우터', '회색', '심플', '캐주얼']",108,-4,-8.8,1.2,3
"2018-02-01","//image.musinsa.com/mfile_s01/_street_images/40832/280.street_img_view15a7aca36574e8.jpg?",0.228092758545271,0.0957650285270016,0,"['코트', '그린', '아우터', '녹색', '심플', '캐주얼']",108,-4,-8.8,1.2,3
"2018-02-02","//image.musinsa.com/mfile_s01/_street_images/40813/280.street_img_view15a79283130131.jpg?",0.120467672598374,0.0939231784659978,0,"['롱코트', '체크', '아우터', '체크', '포멀', '클래식']",108,-2.4,-7.6,3.8,3
"2018-02-02","//image.musinsa.com/mfile_s01/_street_images/40820/280.street_img_view15a79270fd0f5d.jpg?",2.07751317993657,-0.0594483778856679,2,"['패딩', '네이비', '아우터', '흰색', '검정색', '빨간색', '스트리트', '힙합']",108,-2.4,-7.6,3.8,3
"2018-02-03","//image.musinsa.com/mfile_s01/_street_images/40842/280.street_img_view15a7ace115bf84.jpg?20180214182616",0.146039518668384,0.0263021426758819,0,"['점퍼', '베이지', '아우터', '베이지색', '유니크', '키치']",108,-7.3,-10.4,-2.1,3
"2018-02-03","//image.musinsa.com/mfile_s01/_street_images/40840/280.street_img_view25a7acf1134354.jpg?",0.178979911052831,-0.0222108036479949,0,"['재킷', '옐로', '아우터', '노란색', '유니크', '키치']",108,-7.3,-10.4,-2.1,3
"2018-02-04","//image.musinsa.com/mfile_s01/_street_images/40957/280.street_img_view15a8267527a21c.jpg?",0.109267955063161,0.16425165912221,0,"['항공자켓', '블랙', '아우터', '검정색', '심플', '캐주얼']",108,-9.5,-12.8,-5.2,3
"2018-02-04","//image.musinsa.com/mfile_s01/_street_images/40845/280.street_img_view15a7c1afdf1e80.jpg?",0.166341293110617,0.0156596959094382,0,"['블레이저', '자켓', '아우터', '베이지색', '심플', '캐주얼']",108,-9.5,-12.8,-5.2,3
"2018-02-04","//image.musinsa.com/mfile_s01/_street_images/40852/280.street_img_view15a7c19d5386ff.jpg?20180208215448",-0.783615125992639,0.142991592084769,1,"['싱글코트', '아우터', '갈색', '심플', '캐주얼']",108,-9.5,-12.8,-5.2,3
"2018-02-05","//image.musinsa.com/mfile_s01/_street_images/40875/280.street_img_view15a78498485fdf.jpg?20180205213518",0.115702028428174,-0.0508156978786127,0,"['팬츠', '로맨틱크라운', '하의', '빨간색', '스트리트', '힙합']",108,-9.4,-11.8,-5.1,3
"2018-02-05","//image.musinsa.com/mfile_s01/_street_images/40872/280.street_img_view15a784baa1e86b.jpg?20180205214523",0.157154543080019,0.0857823458200893,0,"['아노락', '우아', '아우터', '파랑색', '스트리트', '힙합']",108,-9.4,-11.8,-5.1,3
"2018-02-05","//image.musinsa.com/mfile_s01/_street_images/40871/280.street_img_view15a784c6f671d7.jpg?20180206092351",0.0379326360315782,-0.076978906766018,0,"['트랙팬츠', '크럼프', '하의', '회색', '스트리트', '힙합']",108,-9.4,-11.8,-5.1,3
